time,flux
1984.2908760678026,14739.7177734375
1984.2922649225318,14773.630859375
1984.2936537772614,14763.130859375
1984.29504263199,14801.8193359375
1984.2964314867188,14788.45703125
1984.297820341448,14821.6806640625
1984.2992091961771,14809.916015625
1984.3005980509067,14789.0625
1984.3019869056354,14845.494140625
1984.3033757603641,14836.5439453125
1984.3047646150933,14854.630859375
1984.306153469823,14806.6708984375
1984.307542324552,14776.3876953125
1984.308931179048,14791.201171875
1984.3103200337766,14795.1123046875
1984.3117088885058,14766.1943359375
1984.3130977432354,14751.5244140625
1984.3144865979646,14739.31640625
1984.3158754526933,14752.0595703125
1984.317264307422,14703.8759765625
1984.3186531621511,14740.328125
1984.3200420168807,14727.4013671875
1984.3214308716094,14702.271484375
1984.3228197263381,14743.75
1984.3242085810673,14722.4287109375
1984.325597435797,14740.64453125
1984.326986290526,14794.228515625
1984.328375145022,14788.6455078125
1984.3297639997506,14809.1142578125
1984.3311528544798,14794.625
1984.3325417092094,14805.5439453125
1984.3339305639386,14829.365234375
1984.3353194186673,14841.4052734375
1984.3367082733953,14829.5244140625
1984.3380971281238,14834.2646484375
1984.3394859828534,14798.3603515625
1984.340874837582,14795.82421875
1984.3422636923108,14809.5947265625
1984.34365254704,14767.5009765625
1984.3450414017695,14776.3544921875
1984.3464302564987,14760.259765625
1984.3478191112274,14720.7529296875
1984.349207965956,14720.8017578125
1984.3505968204524,14734.5234375
1984.351985675182,14711.2265625
1984.3533745299112,14703.5263671875
1984.35476338464,14727.16796875
1984.3561522393686,14731.666015625
1984.357541094098,14742.7978515625
1984.3589299488274,14760.5859375
1984.360318803556,14785.4287109375
1984.3617076582848,14789.037109375
1984.363096513014,14785.595703125
1984.3644853677436,14790.0703125
1984.3658742224727,14809.390625
1984.3672630772014,14803.8994140625
1984.3686519319301,14800.2685546875
1984.3700407866593,14790.4443359375
1984.3714296413889,14816.9404296875
1984.372818496118,14814.84765625
1984.3742073508467,14773.00390625
1984.3755962055754,14765.330078125
1984.3769850603048,14774.2861328125
1984.3783739148014,14745.7080078125
1984.37976276953,14765.01171875
1984.3811516242588,14736.5478515625
1984.382540478988,14751.6044921875
1984.3839293337176,14748.6953125
1984.3853181884467,14694.2119140625
1984.3867070431754,14743.4990234375
1984.3880958979041,14739.0576171875
1984.3894847526333,14790.0263671875
1984.390873607363,14804.19140625
1984.392262462092,14783.0693359375
1984.3936513168208,14772.998046875
1984.3950401715495,14784.2158203125
1984.396429026279,14804.4404296875
1984.3978178810082,14814.1396484375
1984.3992067357374,14838.3798828125
1984.400595590466,14789.8466796875
1984.4019844451948,14837.1005859375
1984.4033732999244,14833.185546875
1984.4047621546536,14813.10546875
1984.4061510093823,14821.3466796875
1984.407539864111,14775.2568359375
1984.4089287188401,14777.375
1984.4103175735697,14779.6572265625
1984.4117064282989,14764.4228515625
1984.4130952830271,14781.587890625
1984.414484137755,14758.625
1984.4158729924845,14742.275390625
1984.4172618472137,14764.5859375
1984.4186507019429,14771.923828125
1984.4200395566716,14733.59765625
1984.4214284114003,14724.71875
1984.4228172661299,14754.8994140625
1984.424206120859,14754.68359375
1984.4255949755877,14750.626953125
1984.4269838300836,14760.5341796875
1984.4283726848128,14773.7548828125
1984.4297615395424,14777.794921875
1984.4311503942715,14790.25390625
1984.4325392490002,14784.833984375
1984.433928103729,14783.111328125
1984.4353169584585,14785.16796875
1984.4367058131877,14791.01953125
1984.438094667917,14820.8779296875
1984.4394835226456,14764.3115234375
1984.4408723773743,14758.0146484375
1984.4422612321039,14779.857421875
1984.443650086833,14738.5859375
1984.4450389415617,14756.4365234375
1984.4464277962904,14765.7763671875
1984.4478166510198,14742.3125
1984.4492055057492,14733.9873046875
1984.4505943604784,14742.9306640625
1984.451983215207,14747.4130859375
1984.4533720699358,14732.6826171875
1984.4547609246654,14708.1875
1984.4561497793945,14747.2587890625
1984.4575386343568,14783.568359375
1984.4589274890852,14749.18359375
1984.460316343814,14765.7734375
1984.4617051985435,14794.6298828125
1984.4630940532727,14791.6748046875
1984.4644829080014,14789.5107421875
1984.46587176273,14797.79296875
1984.4672606174595,14796.3974609375
1984.4686494721889,14792.884765625
1984.470038326918,14862.087890625
1984.4714271816467,14794.2041015625
1984.4728160363754,14834.0673828125
1984.474204891105,14794.2587890625
1984.4755937458342,14775.5
1984.4769826005638,14733.6708984375
1984.4783714552923,14770.1201171875
1984.4797603100208,14755.296875
1984.4811491647504,14766.962890625
1984.4825380194795,14786.8330078125
1984.4839268742082,14767.69921875
1984.485315728937,14784.1552734375
1984.4867045836666,14770.83203125
1984.4880934383957,14799.8173828125
1984.4894822931249,14747.373046875
1984.490871147853,14747.7724609375
1984.492260002581,14757.185546875
1984.4936488573105,14783.9912109375
1984.4950377120397,14742.7109375
1984.4964265667693,14779.775390625
1984.4978154214978,14720.8779296875
1984.4992042762262,14780.6767578125
1984.5005931309558,14748.9736328125
1984.5019819859178,14812.333984375
1984.5033708406465,14775.498046875
1984.5047596953752,14757.208984375
1984.5061485501049,14789.9384765625
1984.507537404834,14722.3447265625
1984.5089262595632,14744.8154296875
1984.5103151142919,14757.4638671875
1984.5117039690206,14777.0263671875
1984.5130928237502,14753.3876953125
1984.5144816784793,14753.357421875
1984.515870533209,14754.0419921875
1984.5172593879374,14730.7998046875
1984.518648242666,14737.3251953125
1984.5200370973955,14771.109375
1984.5214259521247,14752.4892578125
1984.5228148068534,14759.5751953125
1984.524203661815,14774.6318359375
1984.5255925165445,14739.9814453125
1984.5269813712737,14767.56640625
1984.528370226003,14791.6572265625
1984.5297590807315,14737.2119140625
1984.5311479354602,14770.7529296875
1984.5325367901899,14771.65234375
1984.533925644919,14769.83984375
1984.5353144996486,14766.4814453125
1984.5367033543773,14811.3017578125
1984.5380922091058,14813.6201171875
1984.5394810638352,14783.666015625
1984.5408699187972,14805.48828125
1984.5422587735259,14815.443359375
1984.5436476282546,14810.6884765625
1984.5450364829842,14810.955078125
1984.5464253377133,14800.4287109375
1984.5478141924427,14811.6455078125
1984.5492030471712,14806.5634765625
1984.5505919019,14788.630859375
1984.5519807566295,14755.537109375
1984.5533696113587,14774.0283203125
1984.5547584663211,14729.8349609375
1984.5561473210498,14715.8271484375
1984.5575361757783,14755.3095703125
1984.5589250305077,14762.5029296875
1984.5603138852368,14718.9697265625
1984.5617027399655,14733.1416015625
1984.5630915946942,14742.232421875
1984.5644804494239,14787.8857421875
1984.5658693043858,14732.783203125
1984.5672581591145,14739.7080078125
1984.5686470138423,14746.3388671875
1984.570035868571,14734.6015625
1984.5714247233007,14775.8916015625
1984.5728135780298,14799.4677734375
1984.5742024327594,14775.2431640625
1984.5755912874881,14790.962890625
1984.5769801424494,14774.2451171875
1984.5783689971788,14806.4521484375
1984.579757851908,14758.5830078125
1984.5811467066367,14814.943359375
1984.5825355613654,14756.890625
1984.583924416095,14806.224609375
1984.5853132708241,14764.9013671875
1984.5867021257866,14776.619140625
1984.588090980515,14737.7841796875
1984.5894798352435,14727.560546875
1984.5908686899731,14739.6201171875
1984.5922575447023,14715.71484375
1984.593646399432,14691.50390625
1984.5950352541606,14710.6123046875
1984.5964241091222,14714.8134765625
1984.5978129638513,14748.03515625
1984.5992018185805,14735.04296875
1984.6005906733092,14716.615234375
1984.6019795280379,14758.0869140625
1984.6033683827675,14765.0859375
1984.6047572377295,14770.7802734375
1984.606146092459,14784.080078125
1984.6075349471876,14808.7197265625
1984.608923801916,14791.826171875
1984.6103126566456,14821.3671875
1984.6117015113748,14797.705078125
1984.6130903663372,14812.453125
1984.614479221066,14828.0390625
1984.6158680757947,14803.8115234375
1984.6172569305238,14762.572265625
1984.618645785253,14760.646484375
1984.6200346402145,14783.45703125
1984.6214234949432,14759.28515625
1984.6228123496728,14748.2900390625
1984.624201204402,14763.3603515625
1984.6255900591316,14746.23828125
1984.6269789140931,14733.908203125
1984.6283677688216,14754.01171875
1984.629756623551,14729.98828125
1984.6311454782801,14727.572265625
1984.6325343330097,14755.2744140625
1984.6339231879713,14741.6767578125
1984.6353120427,14754.658203125
1984.6367008974291,14802.2919921875
1984.6380897521585,14790.384765625
1984.639478606887,14776.2578125
1984.6408674618485,14816.40234375
1984.6422563165781,14772.2890625
1984.6436451713073,14797.5537109375
1984.645034026036,14802.017578125
1984.646422880997,14787.7119140625
1984.6478117357256,14759.8349609375
1984.649200590455,14808.6953125
1984.650589445184,14739.283203125
1984.6519782999137,14741.6669921875
1984.6533671548752,14747.5625
1984.654756009604,14757.0458984375
1984.656144864333,14745.201171875
1984.6575337190625,14746.591796875
1984.6589225740238,14744.796875
1984.6603114287525,14733.009765625
1984.661700283482,14745.0927734375
1984.6630891382113,14746.4208984375
1984.6644779931737,14742.3037109375
1984.6658668479024,14712.8115234375
1984.6672557026309,14746.734375
1984.6686445573603,14746.5498046875
1984.6700334123223,14771.4306640625
1984.6714222670519,14765.9326171875
1984.6728111217806,14759.8603515625
1984.6741999765093,14785.869140625
1984.6755888314713,14797.3173828125
1984.6769776862009,14762.8232421875
1984.6783665409293,14777.5703125
1984.6797553958907,14771.583984375
1984.6811442506203,14786.412109375
1984.6825331053494,14795.7421875
1984.683921960079,14775.3212890625
1984.6853108150406,14766.0224609375
1984.6866996697693,14782.462890625
1984.6880885244984,14779.265625
1984.6894773794604,14800.583984375
1984.69086623419,14773.9990234375
1984.6922550889187,14771.90625
1984.6936439436474,14749.3017578125
1984.6950327986094,14747.2392578125
1984.696421653339,14714.2626953125
1984.6978105080675,14760.4140625
1984.6991993630288,14710.4091796875
1984.7005882177584,14742.6240234375
1984.7019770724876,14753.3271484375
1984.70336592745,14731.76953125
1984.7047547821787,14751.9521484375
1984.7061436369074,14778.7802734375
1984.7075324916366,14749.435546875
1984.7089213465986,14803.2587890625
1984.7103102013282,14800.998046875
1984.711699056057,14784.1357421875
1984.7130879110184,14797.068359375
1984.7144767657476,14778.28125
1984.7158656204772,14759.3515625
1984.7172544754385,14768.248046875
1984.718643330167,14791.603515625
1984.7200321848966,14806.8251953125
1984.7214210398586,14750.2314453125
1984.7228098945873,14737.2578125
1984.7241987493155,14724.291015625
1984.725587604277,14722.4033203125
1984.7269764590062,14760.52734375
1984.7283653137354,14750.888671875
1984.7297541686978,14749.359375
1984.7311430234265,14724.984375
1984.732531878388,14730.19921875
1984.7339207331172,14727.9208984375
1984.7353095878468,14725.458984375
1984.7366984428081,14725.3271484375
1984.7380872975366,14745.5439453125
1984.7394761522662,14754.0244140625
1984.7408650072282,14749.6357421875
1984.7422538619578,14758.923828125
1984.7436427166865,14740.306640625
1984.745031571648,14792.0322265625
1984.7464204263772,14788.0361328125
1984.7478092813394,14803.6494140625
1984.7491981360688,14803.01171875
1984.7505869907975,14787.2431640625
1984.751975845759,14779.966796875
1984.7533647004882,14780.2529296875
1984.7547535554506,14787.2119140625
1984.7561424101793,14748.1494140625
1984.7575312649078,14749.525390625
1984.75892011987,14784.20703125
1984.7603089745992,14744.373046875
1984.7616978295616,14730.2001953125
1984.7630866842903,14704.638671875
1984.764475539019,14722.4541015625
1984.765864393981,14688.6328125
1984.7672532487106,14687.7236328125
1984.768642103672,14719.1875
1984.7700309584004,14702.4462890625
1984.77141981313,14728.353515625
1984.772808668092,14742.3291015625
1984.7741975228216,14740.158203125
1984.7755863777832,14705.259765625
1984.7769752325119,14746.931640625
1984.7783640874738,14738.2119140625
1984.779752942203,14777.30859375
1984.7811417969326,14789.296875
1984.7825306518941,14814.4873046875
1984.7839195066229,14839.5830078125
1984.7853083615848,14763.3525390625
1984.7866972163145,14796.4736328125
1984.7880860712758,14799.8818359375
1984.7894749260042,14811.8515625
1984.7908637809667,14779.26953125
1984.7922526356958,14780.6611328125
1984.7936414906583,14790.384765625
1984.795030345387,14710.6044921875
1984.7964192001157,14713.3505859375
1984.7978080550777,14701.8935546875
1984.7991969098064,14714.1826171875
1984.800585764768,14705.908203125
1984.8019746194966,14752.7421875
1984.8033634744581,14717.416015625
1984.8047523291873,14760.7333984375
1984.8061411841497,14731.3955078125
1984.8075300388782,14746.0517578125
1984.8089188938395,14764.8017578125
1984.8103077485691,14754.671875
1984.8116966035311,14777.669921875
1984.8130854582607,14748.3779296875
1984.8144743132223,14765.4326171875
1984.815863167951,14764.4921875
1984.817252022913,14740.318359375
1984.818640877642,14767.30859375
1984.8200297326046,14789.0048828125
1984.8214185873333,14779.1259765625
1984.8228074422948,14741.3955078125
1984.824196297024,14766.869140625
1984.8255851519864,14734.9296875
1984.8269740067149,14778.4765625
1984.8283628616762,14754.5166015625
1984.8297517164058,14772.5009765625
1984.8311405713678,14740.9921875
1984.8325294260974,14727.3935546875
1984.833918281059,14716.5732421875
1984.8353071360204,14728.1767578125
1984.8366959907496,14725.232421875
1984.8380848457118,14697.548828125
1984.8394737004412,14705.7451171875
1984.8408625554027,14715.6865234375
1984.8422514101314,14705.3427734375
1984.8436402650934,14735.3525390625
1984.845029119823,14682.18359375
1984.8464179747846,14729.18359375
1984.8478068297459,14734.7568359375
1984.8491956844753,14734.85546875
1984.8505845394372,14792.19140625
1984.8519733941669,14795.859375
1984.8533622491284,14759.4658203125
1984.854751103857,14849.392578125
1984.856139958819,14833.904296875
1984.8575288137813,14826.9443359375
1984.8589176685107,14791.5927734375
1984.8603065234722,14809.8232421875
1984.861695378201,14838.70703125
1984.863084233163,14768.990234375
1984.8644730878925,14780.6630859375
1984.865861942854,14749.419921875
1984.8672507978156,14760.828125
1984.8686396525447,14727.7080078125
1984.8700285075067,14693.6171875
1984.8714173622363,14720.376953125
1984.8728062171979,14709.3876953125
1984.8741950721594,14683.830078125
1984.8755839268886,14687.19921875
1984.87697278185,14689.30078125
1984.878361636811,14718.3447265625
1984.8797504915394,14755.83984375
1984.8811393465019,14725.8876953125
1984.882528201231,14744.5771484375
1984.8839170561935,14749.2646484375
1984.885305911155,14780.4775390625
1984.8866947658837,14794.2958984375
1984.8880836208457,14795.4599609375
1984.8894724758077,14836.7138671875
1984.8908613305373,14795.537109375
1984.8922501854988,14796.9619140625
1984.8936390404604,14787.5107421875
1984.8950278951895,14805.560546875
1984.896416750152,14777.11328125
1984.8978056048804,14758.5712890625
1984.8991944598417,14739.5517578125
1984.9005833148042,14723.740234375
1984.9019721695333,14717.134765625
1984.9033610244958,14727.7841796875
1984.9047498794573,14706.349609375
1984.906138734186,14696.06640625
1984.907527589148,14707.7431640625
1984.90891644411,14702.6044921875
1984.9103052990724,14749.810546875
1984.9116941538011,14729.490234375
1984.9130830087627,14802.1435546875
1984.9144718637247,14781.265625
1984.9158607184543,14798.9013671875
1984.9172495734156,14797.6455078125
1984.9186384283769,14772.4140625
1984.9200272831065,14766.892578125
1984.9214161380685,14834.1396484375
1984.922804993031,14794.7880859375
1984.9241938479925,14761.677734375
1984.9255827027212,14762.947265625
1984.9269715576831,14754.53125
1984.9283604126454,14738.5322265625
1984.9297492673747,14773.1845703125
1984.9311381223363,14732.634765625
1984.9325269772978,14720.9013671875
1984.9339158322598,14734.068359375
1984.9353046869894,14715.8994140625
1984.936693541951,14724.21484375
1984.9380823969123,14758.544921875
1984.9394712518745,14760.2822265625
1984.9408601066036,14740.7685546875
1984.942248961566,14758.0439453125
1984.9436378165276,14765.3623046875
1984.9450266714891,14787.8720703125
1984.9464155262183,14793.66015625
1984.9478043811805,14792.3740234375
1984.9491932361418,14763.6728515625
1984.9505820911033,14779.2900390625
1984.951970945833,14816.14453125
1984.9533598007945,14829.9912109375
1984.954748655756,14796.6767578125
1984.9561375107176,14792.5087890625
1984.9575263656789,14771.0546875
1984.9589152204082,14741.841796875
1984.9603040753702,14724.4892578125
1984.9616929303327,14725.63671875
1984.9630817852942,14692.4990234375
1984.964470640023,14701.189453125
1984.965859494985,14659.3642578125
1984.967248349947,14702.5830078125
1984.9686372049084,14715.5146484375
1984.97002605987,14721.275390625
1984.9714149145996,14712.720703125
1984.9728037695616,14721.580078125
1984.974192624524,14739.8125
1984.9755814794855,14713.462890625
1984.9769703344468,14741.3876953125
1984.978359189409,14779.333984375
1984.9797480441382,14772.1455078125
1984.9811368991006,14781.6103515625
1984.9825257540622,14781.8876953125
1984.9839146090237,14766.884765625
1984.9853034639857,14776.841796875
1984.9866923189481,14782.8740234375
1984.9880811736766,14773.1259765625
1984.989470028638,14767.71875
1984.9908588836004,14747.80859375
1984.9922477385624,14746.8447265625
1984.9936365935248,14721.3203125
1984.9950254484863,14741.6572265625
1984.9964143034479,14727.5400390625
1984.9978031584099,14724.134765625
1984.999192013139,14720.0419921875
1985.0005808681005,14749.21875
1985.001969723062,14719.140625
1985.0033585780245,14749.5361328125
1985.0047474329865,14745.626953125
1985.006136287949,14780.1884765625
1985.0075251429103,14760.3369140625
1985.0089139978716,14781.22265625
1985.0103028526012,14797.9443359375
1985.0116917075632,14772.3681640625
1985.0130805625256,14816.3046875
1985.0144694174871,14821.5576171875
1985.0158582724487,14782.8125
1985.0172471274107,14779.6103515625
1985.0186359823729,14774.548828125
1985.0200248373342,14765.2646484375
1985.0214136922957,14782.38671875
1985.0228025472582,14774.8173828125
1985.0241914022201,14749.3515625
1985.0255802571826,14734.9072265625
1985.0269691119113,14729.990234375
1985.0283579668726,14720.23046875
1985.0297468218348,14701.2587890625
1985.0311356767963,14749.130859375
1985.0325245317579,14708.9853515625
1985.0339133867194,14730.0595703125
1985.035302241681,14718.4306640625
1985.036691096643,14727.953125
1985.0380799516051,14708.2890625
1985.0394688065664,14737.412109375
1985.040857661528,14708.37890625
1985.0422465164904,14744.3857421875
1985.0436353714524,14720.732421875
1985.0450242264149,14779.58984375
1985.0464130813764,14762.7578125
1985.0478019363377,14753.03515625
1985.0491907913,14768.7607421875
1985.050579646262,14762.322265625
1985.0519685012234,14785.546875
1985.053357356185,14782.58203125
1985.0547462111474,14765.0517578125
1985.0561350661094,14743.2255859375
1985.0575239210716,14727.6181640625
1985.058912776033,14754.767578125
1985.0603016309944,14733.537109375
1985.061690485957,14713.509765625
1985.0630793409189,14756.833984375
1985.0644681958813,14725.01171875
1985.0658570508429,14716.685546875
1985.0672459058042,14726.6796875
1985.0686347607664,14776.1669921875
1985.0700236157284,14801.7109375
1985.07141247069,14768.693359375
1985.0728013256514,14737.873046875
1985.0741901806139,14758.408203125
1985.0755790355759,14762.0341796875
1985.0769678905383,14780.013671875
1985.0783567454996,14762.9091796875
1985.079745600461,14810.4677734375
1985.0811344554234,14753.6591796875
1985.0825233106182,14749.3203125
1985.0839121655806,14758.0478515625
1985.0853010205421,14769.6337890625
1985.0866898755037,14762.93359375
1985.0880787304657,14750.15625
1985.0894675854277,14758.5712890625
1985.0908564403892,14735.8544921875
1985.0922452953507,14775.6796875
1985.0936341503132,14739.08984375
1985.0950230052752,14763.0576171875
1985.0964118602376,14731.3447265625
1985.097800715199,14722.4326171875
1985.099189570393,14716.1484375
1985.1005784253555,14715.2080078125
1985.1019672803175,14740.8056640625
1985.103356135279,14724.20703125
1985.1047449902405,14764.9091796875
1985.106133845203,14730.822265625
1985.1075227001643,14747.5771484375
1985.1089115551256,14748.099609375
1985.1103004100871,14749.359375
1985.1116892652815,14764.134765625
1985.113078120244,14788.7578125
1985.114466975206,14784.6259765625
1985.1158558301684,14764.0615234375
1985.1172446851297,14817.1826171875
1985.118633540091,14765.4853515625
1985.1200223952862,14770.3896484375
1985.1214112502482,14769.3349609375
1985.1228001052098,14746.654296875
1985.1241889601713,14710.0078125
1985.1255778151337,14739.8291015625
1985.1269666700957,14726.7099609375
1985.1283555252908,14742.5595703125
1985.129744380252,14723.7099609375
1985.1311332352136,14695.751953125
1985.132522090176,14748.8193359375
1985.133910945138,14727.013671875
1985.1352998001005,14708.8017578125
1985.1366886552948,14744.173828125
1985.1380775102562,14751.95703125
1985.1394663652184,14728.76953125
1985.1408552201804,14734.8837890625
1985.142244075142,14755.4677734375
1985.1436329303363,14764.1845703125
1985.1450217852987,14790.013671875
1985.1464106402607,14784.375
