time,flux
1983.629781194196,1.001022219657898
1983.631170049158,1.0012598037719727
1983.6325589041196,0.9998226165771484
1983.6339477588483,0.9966874718666077
1983.6353366138108,0.9985762238502502
1983.6367254687727,0.9992348551750183
1983.6381143237347,1.001420497894287
1983.6395031786963,1.0012089014053345
1983.6408920336578,1.0020276308059692
1983.6422808886193,1.0001906156539917
1983.643669743348,1.001271367073059
1983.6450585983105,1.0020272731781006
1983.6464474532718,1.0022956132888794
1983.647836308233,1.004014015197754
1983.6492251631955,1.0040929317474365
1983.6506140181575,1.0050045251846313
1983.6520028728871,1.0035271644592285
1983.6533917278487,1.0050511360168457
1983.6547805828102,1.0035972595214844
1983.6561694377722,1.006513237953186
1983.6575582927342,1.0044751167297363
1983.6589471476957,1.0026363134384155
1983.6603360024244,1.0031214952468872
1983.6617248573868,1.0017365217208862
1983.6631137123488,1.0016793012619019
1983.6645025673113,1.0031315088272095
1983.6658914220397,1.0008636713027954
1983.667280277001,0.9990500807762146
1983.6686691319635,0.9977141618728638
1983.6700579869255,0.9988260865211487
1983.6770022615021,1.0005682706832886
1983.6811688261548,1.0041863918304443
1983.682557680884,1.0042680501937866
1983.6839465358464,1.0060659646987915
1983.685335390808,1.0040212869644165
1983.6867242457693,1.0066697597503662
1983.6881131004986,1.006147027015686
1983.6895019554606,1.0054409503936768
1983.690890810423,1.003153681755066
1983.6922796651518,1.002834677696228
1983.6936685201133,1.0013363361358643
1983.6950573750753,1.0025042295455933
1983.6964462298047,1.0013447999954224
1983.697835084767,0.9977490901947021
1983.6992239397284,1.0006228685379028
1983.70061279469,1.0015782117843628
1983.7020016494191,0.9985643029212952
1983.7033905043816,0.9995850324630737
1983.7047793591107,0.9999573826789856
1983.7061682140722,1.0006455183029175
1983.7075570690338,0.9992316365242004
1983.708945923763,1.0012880563735962
1983.7103347787254,1.0016793012619019
1983.711723633687,1.0032747983932495
1983.7131124884156,1.0034728050231934
1983.7145013433776,1.003065586090088
1983.71589019834,1.004467248916626
1983.7172790530692,1.004323959350586
1983.7186679080298,1.0052443742752075
1983.720056762758,1.0059583187103271
1983.72144561772,1.0070472955703735
1983.7228344726825,1.0048789978027344
1983.7242233274117,1.0052701234817505
1983.7256121823732,1.0055898427963257
1983.727001037102,1.0022809505462646
1983.728389892064,1.004186987876892
1983.7297787470263,1.0029065608978271
1983.7311676017555,1.0012965202331543
1983.732556456717,1.0016818046569824
1983.7339453114457,0.9994732737541199
1983.7353341664082,0.9998307824134827
1983.7367230213702,0.9982136487960815
1983.7381118760989,0.9990239143371582
1983.7395007310604,0.9997657537460327
1983.7408895857895,1.0001252889633179
1983.742278440752,0.9996235370635986
1983.7436672954811,1.0006563663482666
1983.7450561504427,0.9997575283050537
1983.7464450051714,1.0016945600509644
1983.7478338601334,1.002298355102539
1983.749222714863,1.0019198656082153
1983.750611569825,1.0056626796722412
1983.7520004247865,1.0030540227890015
1983.7533892795152,1.0036731958389282
1983.7547781344776,1.0039079189300537
1983.7561669892068,1.0036391019821167
1983.7575558441688,1.0038498640060425
1983.760333553859,1.0033999681472778
1983.7617224085886,1.001639723777771
1983.7631112635506,1.0010302066802979
1983.7645001182793,1.002953052520752
1983.7658889732409,1.0001542568206787
1983.76727782797,1.0003843307495117
1983.7686666829325,0.998889684677124
1983.7700555376616,0.9989624619483948
1983.7714443923903,0.9993826150894165
1983.7728332473519,1.0014005899429321
1983.7742221020815,1.000253677368164
1983.7756109570435,0.9990882873535156
1983.7769998117728,1.0000841617584229
1983.7783886667341,1.0009268522262573
1983.7797775214628,1.002402424812317
1983.7811663764253,1.0022426843643188
1983.7825552311544,1.0034308433532715
1983.783944086117,1.0035446882247925
1983.7853329408456,1.0048166513442993
1983.786721795574,1.0064537525177002
1983.7881106505363,1.004288911819458
1983.7894995052654,1.0055724382400513
1983.790888360227,1.0077390670776367
1983.7922772149557,1.0063894987106323
1983.7936660699181,1.0028795003890991
