id_starname,TOI710
teff,-99
teff_err,0
logg,-99
logg_err,0
feh,-99
feh_err,0
lum,-99
lum_err,0
gmag,-99
gmag_err,0
rmag,-99
rmag_err,0
imag,-99
imag_err,0
zmag,-99
zmag_err,0
jmag,-99
jmag_err,0
hmag,-99
hmag_err,0
kmag,7.994
kmag_err,0.024
gamag,-99
gamag_err,0
bpmag,8.87065
bpmag_err,0.0009109999999999999
rpmag,8.45384
rpmag_err,0.0013390000000000001
parallax,0.006340309787536219
parallax_err,2.9204957238700384e-05
bmag,-99
bmag_err,0
vmag,-99
vmag_err,0
btmag,-99
btmag_err,0
vtmag,-99
vtmag_err,0
numax,-99
numax_err,0
dnu,-99
dnu_err,0
dmag,-99
dmag_err,0
ra,124.748837421064
dec,-65.2781441063646
band,kmag
iso_age,0.7092805681610058
iso_age_err1,0.41319567731921303
iso_age_err2,-0.4336457269192887
iso_avs,0.11357342845263148
iso_avs_err1,0.002808634921376993
iso_avs_err2,-0.0014871600015036734
iso_dis,157.07629115182374
iso_dis_err1,3.7516139539453945
iso_dis_err2,-2.2493404207520484
iso_feh,0.015952316665097405
iso_feh_err1,0.10329053905884258
iso_feh_err2,-0.2026579288670974
iso_mass,1.5399901139315024
iso_mass_err1,0.06957790912527706
iso_mass_err2,-0.09538614729138595
iso_rad,1.588652075379853
iso_rad_err1,0.03294575697635249
iso_rad_err2,-0.030289653338559264
iso_lum,6.918640181308593
iso_lum_err1,0.3252669229763381
iso_lum_err2,-0.24270326680463405
iso_logg,4.2105196714501565
iso_logg_err1,0.03679197952335578
iso_logg_err2,-0.017935237020070716
iso_rho,0.3741124462366
iso_rho_err1,0.03788627105407966
iso_rho_err2,-0.01800021083425407
iso_teff,7425.808175412868
iso_teff_err1,12.960543022058118
iso_teff_err2,-13.329661806033982
iso_teffsec,0.0
iso_teffsec_err1,0.0
iso_teffsec_err2,-0.0
iso_radsec,0.0
iso_radsec_err1,0.0
iso_radsec_err2,-0.0
iso_masssec,0.0
iso_masssec_err1,0.0
iso_masssec_err2,-0.0
iso_rhosec,0.0
iso_rhosec_err1,0.0
iso_rhosec_err2,-0.0
iso_loggsec,0.0
iso_loggsec_err1,0.0
iso_loggsec_err2,-0.0
