id_starname,TOI671
teff,-99
teff_err,0
logg,-99
logg_err,0
feh,-99
feh_err,0
lum,-99
lum_err,0
gmag,-99
gmag_err,0
rmag,-99
rmag_err,0
imag,-99
imag_err,0
zmag,-99
zmag_err,0
jmag,-99
jmag_err,0
hmag,-99
hmag_err,0
kmag,10.193999999999999
kmag_err,0.024
gamag,-99
gamag_err,0
bpmag,10.9171
bpmag_err,0.000926
rpmag,10.5727
rpmag_err,0.000682
parallax,0.0015354779866198448
parallax_err,5.2173380594184745e-05
bmag,-99
bmag_err,0
vmag,-99
vmag_err,0
btmag,-99
btmag_err,0
vtmag,-99
vtmag_err,0
numax,-99
numax_err,0
dnu,-99
dnu_err,0
dmag,-99
dmag_err,0
ra,169.414496635801
dec,-44.0171244830727
band,kmag
iso_age,0.642468872998572
iso_age_err1,0.13716324782429135
iso_age_err2,-0.0760182052062961
iso_avs,0.2980876197376453
iso_avs_err1,0.006837355482885887
iso_avs_err2,-0.0003898208987697105
iso_dis,653.9696221427911
iso_dis_err1,30.07921902574651
iso_dis_err2,-1.9329665921918604
iso_feh,0.06861025734367959
iso_feh_err1,0.1348116709199808
iso_feh_err2,-0.15801332834065263
iso_mass,2.002408096006433
iso_mass_err1,0.04105364997571792
iso_mass_err2,-0.1142944881116037
iso_rad,2.3225003510093845
iso_rad_err1,0.11008392677494605
iso_rad_err2,-0.012977136033142767
iso_lum,20.82403362393807
iso_lum_err1,2.123321370973592
iso_lum_err2,-0.12256286044069142
iso_logg,3.997804996757879
iso_logg_err1,0.01844215898327528
iso_logg_err2,-0.0407458221765844
iso_rho,0.15538774212941353
iso_rho_err1,0.0072591350283467415
iso_rho_err2,-0.018815485104711233
iso_teff,8095.9373290560325
iso_teff_err1,7.281387540601827
iso_teff_err2,-15.420749829326269
iso_teffsec,0.0
iso_teffsec_err1,0.0
iso_teffsec_err2,-0.0
iso_radsec,0.0
iso_radsec_err1,0.0
iso_radsec_err2,-0.0
iso_masssec,0.0
iso_masssec_err1,0.0
iso_masssec_err2,-0.0
iso_rhosec,0.0
iso_rhosec_err1,0.0
iso_rhosec_err2,-0.0
iso_loggsec,0.0
iso_loggsec_err1,0.0
iso_loggsec_err2,-0.0
