id_starname,TOI525
teff,-99
teff_err,0
logg,-99
logg_err,0
feh,-99
feh_err,0
lum,-99
lum_err,0
gmag,-99
gmag_err,0
rmag,-99
rmag_err,0
imag,-99
imag_err,0
zmag,-99
zmag_err,0
jmag,-99
jmag_err,0
hmag,-99
hmag_err,0
kmag,7.858
kmag_err,0.023
gamag,-99
gamag_err,0
bpmag,9.14987
bpmag_err,0.001857
rpmag,8.52127
rpmag_err,0.00281
parallax,0.008110497416806573
parallax_err,3.0850898955224236e-05
bmag,-99
bmag_err,0
vmag,-99
vmag_err,0
btmag,-99
btmag_err,0
vtmag,-99
vtmag_err,0
numax,-99
numax_err,0
dnu,-99
dnu_err,0
dmag,-99
dmag_err,0
ra,125.30508342041
dec,-46.484220200456896
band,kmag
iso_age,1.2723157631324706
iso_age_err1,0.7648431753451537
iso_age_err2,-0.6026293347787895
iso_avs,0.12580105594759602
iso_avs_err1,0.0021141182332098385
iso_avs_err2,-0.002603879842554946
iso_dis,123.48938223195736
iso_dis_err1,2.0047832639434944
iso_dis_err2,-2.5744108882518475
iso_feh,0.06817369050580999
iso_feh_err1,0.1037298373228254
iso_feh_err2,-0.22164738309129575
iso_mass,1.319380258149122
iso_mass_err1,0.0468301690920534
iso_mass_err2,-0.06386940996477364
iso_rad,1.4096090628777902
iso_rad_err1,0.029777592880259496
iso_rad_err2,-0.03039085873095293
iso_lum,3.348568446286076
iso_lum_err1,0.1074176042958479
iso_lum_err2,-0.1381353939621519
iso_logg,4.256940146653543
iso_logg_err1,0.025610615509108037
iso_logg_err2,-0.03216184996193139
iso_rho,0.4686586062152778
iso_rho_err1,0.037619647980304816
iso_rho_err2,-0.04530912998461589
iso_teff,6577.013997103452
iso_teff_err1,15.926249756062134
iso_teff_err2,-30.214526309879147
iso_teffsec,0.0
iso_teffsec_err1,0.0
iso_teffsec_err2,-0.0
iso_radsec,0.0
iso_radsec_err1,0.0
iso_radsec_err2,-0.0
iso_masssec,0.0
iso_masssec_err1,0.0
iso_masssec_err2,-0.0
iso_rhosec,0.0
iso_rhosec_err1,0.0
iso_rhosec_err2,-0.0
iso_loggsec,0.0
iso_loggsec_err1,0.0
iso_loggsec_err2,-0.0
