id_starname,TOI681
teff,-99
teff_err,0
logg,-99
logg_err,0
feh,-99
feh_err,0
lum,-99
lum_err,0
gmag,-99
gmag_err,0
rmag,-99
rmag_err,0
imag,-99
imag_err,0
zmag,-99
zmag_err,0
jmag,-99
jmag_err,0
hmag,-99
hmag_err,0
kmag,7.9910000000000005
kmag_err,0.017
gamag,-99
gamag_err,0
bpmag,8.94121
bpmag_err,0.004157
rpmag,8.4728
rpmag_err,0.002611
parallax,0.00659944036745684
parallax_err,4.538182291649087e-05
bmag,-99
bmag_err,0
vmag,-99
vmag_err,0
btmag,-99
btmag_err,0
vtmag,-99
vtmag_err,0
numax,-99
numax_err,0
dnu,-99
dnu_err,0
dmag,-99
dmag_err,0
ra,335.82524699681
dec,35.0350000540585
band,kmag
iso_age,1.0439527000475008
iso_age_err1,0.41972518777410994
iso_age_err2,-0.49880217976018804
iso_avs,0.0
iso_avs_err1,0.0
iso_avs_err2,-0.0
iso_dis,150.50665901165138
iso_dis_err1,3.726823366377289
iso_dis_err2,-1.363265971420276
iso_feh,0.012323382412156771
iso_feh_err1,0.1637583725013862
iso_feh_err2,-0.12074588102618174
iso_mass,1.4327282777593164
iso_mass_err1,0.07506106815784386
iso_mass_err2,-0.062400505538529716
iso_rad,1.5618326200608872
iso_rad_err1,0.03763651368732446
iso_rad_err2,-0.019889645628664576
iso_lum,5.1837551792449
iso_lum_err1,0.26433742206232314
iso_lum_err2,-0.06863256969797948
iso_logg,4.203318760210634
iso_logg_err1,0.026289175778833496
iso_logg_err2,-0.02940845612291554
iso_rho,0.3684363132097149
iso_rho_err1,0.028252831108878995
iso_rho_err2,-0.026580671146842316
iso_teff,6972.34504829849
iso_teff_err1,27.60165510112165
iso_teff_err2,-26.8869220700617
iso_teffsec,0.0
iso_teffsec_err1,0.0
iso_teffsec_err2,-0.0
iso_radsec,0.0
iso_radsec_err1,0.0
iso_radsec_err2,-0.0
iso_masssec,0.0
iso_masssec_err1,0.0
iso_masssec_err2,-0.0
iso_rhosec,0.0
iso_rhosec_err1,0.0
iso_rhosec_err2,-0.0
iso_loggsec,0.0
iso_loggsec_err1,0.0
iso_loggsec_err2,-0.0
